periode_t,bulan,pelabuhan_asal,volume_ton
1,Jan,Cigading,8543.3
2,Feb,Cigading,5074.1
7,Jul,Cigading,2511.7
11,Nov,Cigading,5248.4
12,Des,Cigading,6009.6
