periode_t,bulan,pelabuhan_asal,volume_ton
1,Jan,Panjang,9944.9
2,Feb,Panjang,5957.8
3,Mar,Panjang,6368.6
6,Jun,Panjang,5793.8
7,Jul,Panjang,6368.6
8,Agu,Panjang,1373.8
8,Agu,Cigading,321.0
10,Okt,Panjang,6368.6
11,Nov,Panjang,6163.2
12,Des,Panjang,6368.6
