province,month,demand_ton,local_supply_ton,import_received_ton,transfer_in_ton,transfer_out_ton,inventory_ton,shortage_ton,safe_stock
Sulawesi Tengah,Jul,3.2,0.0,3.2,0.0,0.0,32.0,0.0,1
Sulawesi Tengah,Agu,3.8,0.0,3.8,0.0,0.0,32.0,0.0,1
Sulawesi Tengah,Sep,3.8,0.0,3.8,0.0,0.0,32.0,0.0,1
Sulawesi Tengah,Okt,32.1,0.0,32.2,0.0,0.0,32.1,0.0,1
Sulawesi Tengah,Nov,6.8,0.0,7.1,0.0,0.0,32.4,0.0,1
Sulawesi Tengah,Des,14.8,0.0,14.8,0.0,0.0,32.4,0.0,1
Sulawesi Selatan,Jan,9.7,4.9,25.2,0.0,0.0,20.3,0.0,1
Sulawesi Selatan,Feb,25.1,0.0,25.2,0.0,0.0,20.3,0.0,1
Sulawesi Selatan,Mar,7.7,0.0,7.7,0.0,0.0,20.3,0.0,1
Sulawesi Selatan,Apr,30.0,0.0,30.0,0.0,0.0,20.3,0.0,1
Sulawesi Selatan,Mei,12.4,0.0,12.4,0.0,0.0,20.3,0.0,1
Sulawesi Selatan,Jun,8.4,0.0,10.2,0.0,0.0,22.1,0.0,1
Sulawesi Selatan,Jul,3.5,0.0,3.5,0.0,0.0,22.1,0.0,1
Sulawesi Selatan,Agu,6.5,0.0,6.5,0.0,0.0,22.1,0.0,1
Sulawesi Selatan,Sep,5.2,0.0,5.2,0.0,0.0,22.1,0.0,1
Sulawesi Selatan,Okt,13.9,0.0,14.0,0.0,0.0,22.1,0.0,1
Sulawesi Selatan,Nov,9.1,0.0,9.4,0.0,0.0,22.5,0.0,1
Sulawesi Selatan,Des,13.2,0.0,13.2,0.0,0.0,22.5,0.0,1
Sulawesi Tenggara,Jan,932.9,230.3,2418.5,0.0,0.0,1715.9,0.0,1
Sulawesi Tenggara,Feb,868.8,0.0,868.8,0.0,0.0,1715.9,0.0,1
Sulawesi Tenggara,Mar,928.1,0.0,928.1,0.0,0.0,1715.9,0.0,1
Sulawesi Tenggara,Apr,897.7,0.0,897.7,0.0,0.0,1715.9,0.0,1
Sulawesi Tenggara,Mei,927.7,0.0,927.7,0.0,0.0,1715.9,0.0,1
Sulawesi Tenggara,Jun,897.7,0.0,1084.2,0.0,0.0,1902.4,0.0,1
Sulawesi Tenggara,Jul,927.6,0.0,927.6,0.0,0.0,1902.4,0.0,1
Sulawesi Tenggara,Agu,929.1,0.0,929.2,0.0,0.0,1902.5,0.0,1
Sulawesi Tenggara,Sep,898.4,0.0,898.4,0.0,0.0,1902.5,0.0,1
Sulawesi Tenggara,Okt,932.3,0.0,934.9,0.0,0.0,1905.1,0.0,1
Sulawesi Tenggara,Nov,899.3,0.0,933.7,0.0,0.0,1939.4,0.0,1
Sulawesi Tenggara,Des,931.2,0.0,931.4,0.0,0.0,1939.6,0.0,1
Gorontalo,Jan,387.7,32.3,1005.2,0.0,0.0,649.8,0.0,1
Gorontalo,Feb,362.7,0.0,362.7,0.0,0.0,649.8,0.0,1
Gorontalo,Mar,387.8,0.0,387.8,0.0,0.0,649.8,0.0,1
Gorontalo,Apr,375.2,0.0,375.2,0.0,0.0,649.8,0.0,1
Gorontalo,Mei,387.7,0.0,387.7,0.0,0.0,649.8,0.0,1
Gorontalo,Jun,375.3,0.0,453.2,0.0,0.0,727.7,0.0,1
Gorontalo,Jul,387.7,0.0,387.7,0.0,0.0,727.7,0.0,1
Gorontalo,Agu,387.7,0.0,387.8,0.0,0.0,727.7,0.0,1
Gorontalo,Sep,375.2,0.0,375.2,0.0,0.0,727.7,0.0,1
Gorontalo,Okt,429.5,0.0,430.7,0.0,0.0,728.9,0.0,1
Gorontalo,Nov,397.9,0.0,413.1,0.0,0.0,744.1,0.0,1
Gorontalo,Des,426.7,0.0,340.6,0.0,0.0,658.0,0.0,1
Sulawesi Barat,Jan,1363.8,10.7,1593.4,0.0,0.0,240.2,0.0,0
Sulawesi Barat,Feb,1232.0,0.0,1232.0,0.0,0.0,240.2,0.0,0
Sulawesi Barat,Mar,1363.8,0.0,1363.8,0.0,0.0,240.2,0.0,0
Sulawesi Barat,Apr,1319.9,0.0,1319.9,0.0,0.0,240.2,0.0,0
Sulawesi Barat,Mei,1363.8,0.0,1363.8,0.0,0.0,240.2,0.0,0
Sulawesi Barat,Jun,1319.9,0.0,1452.7,0.0,0.0,373.0,0.0,0
Sulawesi Barat,Jul,1363.8,0.0,1363.8,0.0,0.0,373.0,0.0,0
Sulawesi Barat,Agu,1363.4,0.0,1363.6,0.0,0.0,373.2,0.0,0
Sulawesi Barat,Sep,1319.5,0.0,1319.5,0.0,0.0,373.2,0.0,0
Sulawesi Barat,Okt,1362.8,0.0,1366.7,0.0,0.0,377.0,0.0,0
Sulawesi Barat,Nov,1318.9,0.0,1318.9,0.0,0.0,377.0,0.0,0
Sulawesi Barat,Des,1362.8,0.0,1541.8,0.0,0.0,556.0,0.0,0
Maluku,Jan,1.9,1.2,2.3,0.0,0.0,1.5,0.0,0
Maluku,Feb,1.8,0.0,1.8,0.0,0.0,1.5,0.0,0
Maluku,Mar,1.9,0.0,1.9,0.0,0.0,1.5,0.0,0
Maluku,Apr,1.9,0.0,1.9,0.0,0.0,1.5,0.0,0
Maluku,Mei,1.9,0.0,1.9,0.0,0.0,1.5,0.0,0
Maluku,Jun,1.9,0.0,2.3,0.0,0.0,1.9,0.0,0
Maluku,Jul,1.9,0.0,1.9,0.0,0.0,1.9,0.0,0
Maluku,Agu,1.9,0.0,1.9,0.0,0.0,1.9,0.0,0
Maluku,Sep,1.9,0.0,1.9,0.0,0.0,1.9,0.0,0
Maluku,Okt,1.9,0.0,7.7,0.0,0.0,7.6,0.0,1
Maluku,Nov,1.9,0.0,0.0,0.0,0.0,5.8,0.0,1
Maluku,Des,1.9,0.0,0.0,0.0,0.0,3.8,0.0,1
Maluku Utara,Jan,274.0,0.0,274.0,0.0,0.0,0.0,-0.0,0
Maluku Utara,Feb,256.3,0.0,256.3,0.0,0.0,0.0,-0.0,0
Maluku Utara,Mar,274.0,0.0,274.0,0.0,0.0,0.0,-0.0,0
Maluku Utara,Apr,265.1,0.0,265.1,0.0,0.0,0.0,-0.0,0
Maluku Utara,Mei,274.0,0.0,274.0,0.0,0.0,0.0,-0.0,0
Maluku Utara,Jun,265.1,0.0,291.8,0.0,0.0,26.7,0.0,0
Maluku Utara,Jul,274.0,0.0,274.0,0.0,0.0,26.7,0.0,0
Maluku Utara,Agu,274.0,0.0,274.0,0.0,0.0,26.7,0.0,0
Maluku Utara,Sep,265.1,0.0,265.1,0.0,0.0,26.7,0.0,0
Maluku Utara,Okt,274.0,0.0,275.2,0.0,0.0,27.9,0.0,0
Maluku Utara,Nov,265.1,0.0,265.1,0.0,0.0,27.9,0.0,0
Maluku Utara,Des,274.0,0.0,278.3,0.0,0.0,32.2,0.0,0
Papua Barat,Jan,5.1,0.0,15.6,0.0,0.0,10.5,0.0,1
Papua Barat,Feb,4.9,0.0,4.9,0.0,0.0,10.5,0.0,1
Papua Barat,Mar,5.0,0.0,5.0,0.0,0.0,10.5,0.0,1
Papua Barat,Apr,5.0,0.0,5.0,0.0,0.0,10.5,0.0,1
Papua Barat,Mei,5.0,0.0,5.0,0.0,0.0,10.5,0.0,1
Papua Barat,Jun,4.9,0.0,6.0,0.0,0.0,11.5,0.0,1
Papua Barat,Jul,5.0,0.0,5.0,0.0,0.0,11.5,0.0,1
Papua Barat,Agu,5.0,0.0,5.0,0.0,0.0,11.5,0.0,1
Papua Barat,Sep,4.9,0.0,4.9,0.0,0.0,11.5,0.0,1
Papua Barat,Okt,5.0,0.0,13.3,0.0,0.0,19.8,0.0,1
Papua Barat,Nov,4.9,0.0,0.0,0.0,0.0,14.9,0.0,1
Papua Barat,Des,5.0,0.0,0.0,0.0,0.0,10.0,0.0,1
Papua Barat Daya,Jan,2.0,0.0,6.2,0.0,0.0,4.2,0.0,1
Papua Barat Daya,Feb,2.0,0.0,2.0,0.0,0.0,4.2,0.0,1
Papua Barat Daya,Mar,2.0,0.0,2.0,0.0,0.0,4.2,0.0,1
Papua Barat Daya,Apr,2.0,0.0,2.0,0.0,0.0,4.2,0.0,1
Papua Barat Daya,Mei,2.0,0.0,2.0,0.0,0.0,4.2,0.0,1
Papua Barat Daya,Jun,2.0,0.0,2.4,0.0,0.0,4.6,0.0,1
Papua Barat Daya,Jul,2.0,0.0,2.0,0.0,0.0,4.6,0.0,1
Papua Barat Daya,Agu,2.0,0.0,2.0,0.0,0.0,4.6,0.0,1
Papua Barat Daya,Sep,2.0,0.0,2.0,0.0,0.0,4.6,0.0,1
Papua Barat Daya,Okt,2.0,0.0,5.3,0.0,0.0,7.9,0.0,1
Papua Barat Daya,Nov,2.0,0.0,0.0,0.0,0.0,6.0,0.0,1
Papua Barat Daya,Des,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1
Papua,Jan,3.0,0.0,9.2,0.0,0.0,6.2,0.0,1
Papua,Feb,2.7,0.0,2.7,0.0,0.0,6.2,0.0,1
Papua,Mar,3.0,0.0,3.0,0.0,0.0,6.2,0.0,1
Papua,Apr,2.9,0.0,2.9,0.0,0.0,6.2,0.0,1
Papua,Mei,3.0,0.0,3.0,0.0,0.0,6.2,0.0,1
Papua,Jun,2.9,0.0,3.5,0.0,0.0,6.8,0.0,1
Papua,Jul,3.0,0.0,3.0,0.0,0.0,6.8,0.0,1
Papua,Agu,3.0,0.0,3.0,0.0,0.0,6.8,0.0,1
Papua,Sep,2.9,0.0,2.9,0.0,0.0,6.8,0.0,1
Papua,Okt,3.0,0.0,8.0,0.0,0.0,11.8,0.0,1
Papua,Nov,2.9,0.0,0.0,0.0,0.0,8.9,0.0,1
Papua,Des,3.0,0.0,0.0,0.0,0.0,5.9,0.0,1
Papua Selatan,Jan,0.6,0.0,1.8,0.0,0.0,1.2,0.0,1
Papua Selatan,Feb,0.5,0.0,0.5,0.0,0.0,1.2,0.0,1
Papua Selatan,Mar,0.6,0.0,0.6,0.0,0.0,1.2,0.0,1
Papua Selatan,Apr,0.6,0.0,0.6,0.0,0.0,1.2,0.0,1
Papua Selatan,Mei,0.6,0.0,0.6,0.0,0.0,1.2,0.0,1
Papua Selatan,Jun,0.6,0.0,0.7,0.0,0.0,1.3,0.0,1
Papua Selatan,Jul,0.6,0.0,0.6,0.0,0.0,1.3,0.0,1
Papua Selatan,Agu,0.6,0.0,1.2,0.0,0.0,1.9,0.0,1
Papua Selatan,Sep,0.6,0.0,0.6,0.0,0.0,1.9,0.0,1
Papua Selatan,Okt,0.6,0.0,1.1,0.0,0.0,2.4,0.0,1
Papua Selatan,Nov,0.6,0.0,0.0,0.0,0.0,1.8,0.0,1
Papua Selatan,Des,0.6,0.0,0.1,0.0,0.0,1.3,0.0,1
Papua Tengah,Jan,0.6,0.0,1.8,0.0,0.0,1.2,0.0,1
Papua Tengah,Feb,0.5,0.0,0.5,0.0,0.0,1.2,0.0,1
Papua Tengah,Mar,0.6,0.0,0.6,0.0,0.0,1.2,0.0,1
Papua Tengah,Apr,0.6,0.0,0.6,0.0,0.0,1.2,0.0,1
Papua Tengah,Mei,0.6,0.0,0.6,0.0,0.0,1.2,0.0,1
Papua Tengah,Jun,0.6,0.0,0.7,0.0,0.0,1.4,0.0,1
Papua Tengah,Jul,0.6,0.0,0.6,0.0,0.0,1.4,0.0,1
Papua Tengah,Agu,0.6,0.0,0.6,0.0,0.0,1.4,0.0,1
Papua Tengah,Sep,0.6,0.0,0.6,0.0,0.0,1.4,0.0,1
Papua Tengah,Okt,0.6,0.0,1.6,0.0,0.0,2.4,0.0,1
Papua Tengah,Nov,0.6,0.0,0.0,0.0,0.0,1.8,0.0,1
Papua Tengah,Des,0.6,0.0,0.0,0.0,0.0,1.2,0.0,1
Papua Pegunungan,Jan,10.6,0.0,31.1,0.0,0.0,20.6,0.0,1
Papua Pegunungan,Feb,10.3,0.0,10.3,0.0,0.0,20.6,0.0,1
Papua Pegunungan,Mar,10.7,0.0,10.7,0.0,0.0,20.6,0.0,1
Papua Pegunungan,Apr,11.4,0.0,11.4,0.0,0.0,20.6,0.0,1
Papua Pegunungan,Mei,11.7,0.0,11.7,0.0,0.0,20.6,0.0,1
Papua Pegunungan,Jun,11.2,0.0,13.6,0.0,0.0,22.9,0.0,1
Papua Pegunungan,Jul,11.5,0.0,11.5,0.0,0.0,22.9,0.0,1
Papua Pegunungan,Agu,11.5,0.0,11.5,0.0,0.0,22.9,0.0,1
Papua Pegunungan,Sep,11.2,0.0,11.2,0.0,0.0,22.9,0.0,1
Papua Pegunungan,Okt,11.3,0.0,30.5,0.0,0.0,42.1,0.0,1
Papua Pegunungan,Nov,10.9,0.0,0.0,0.0,0.0,31.2,0.0,1
Papua Pegunungan,Des,4.1,0.0,0.0,0.0,0.0,27.1,0.0,1
