province,month,demand_ton,local_supply_ton,import_received_ton,transfer_in_ton,transfer_out_ton,inventory_ton,shortage_ton,safe_stock
Bengkulu,Nov,5705.8,0.0,3931.0,0.0,0.0,24089.1,0.0,1
Bengkulu,Des,5896.0,0.0,3302.8,0.0,0.0,21495.9,0.0,1
Lampung,Jan,6368.6,44.0,10555.6,0.0,0.0,4230.9,0.0,0
Lampung,Feb,5957.8,61.5,5913.0,0.0,0.0,4247.7,0.0,0
Lampung,Mar,6368.6,158.2,6368.6,0.0,0.0,4405.9,0.0,0
Lampung,Apr,6163.2,316.5,6163.2,0.0,0.0,4722.3,0.0,0
Lampung,Mei,6368.6,342.8,9680.3,0.0,0.0,8376.9,0.0,1
Lampung,Jun,6163.2,202.2,6164.5,0.0,0.0,8580.4,0.0,1
Lampung,Jul,6368.6,131.9,8929.9,0.0,0.0,11273.5,0.0,1
Lampung,Agu,6368.6,246.1,6524.7,0.0,0.0,11675.8,0.0,1
Lampung,Sep,6163.2,272.5,6163.2,0.0,0.0,11948.3,0.0,1
Lampung,Okt,6368.6,158.2,6371.1,0.0,0.0,12109.0,0.0,1
Lampung,Nov,6163.2,87.9,5329.9,0.0,0.0,11363.6,0.0,1
Lampung,Des,6368.6,87.9,3567.5,0.0,0.0,8650.3,0.0,1
Kep. Bangka Belitung,Jan,570.2,0.0,789.6,0.0,0.0,219.3,0.0,0
Kep. Bangka Belitung,Feb,533.5,0.0,529.4,0.0,0.0,215.3,0.0,0
