periode_t,bulan,pelabuhan_asal,volume_ton
1,Jan,Tanjung Priok,36740.0
2,Feb,Tanjung Priok,31337.7
3,Mar,Panjang,4320.6
3,Mar,Tanjung Priok,29177.2
4,Apr,Tanjung Priok,32422.2
5,Mei,Tanjung Priok,33514.4
6,Jun,Tanjung Priok,32417.4
7,Jul,Tanjung Priok,33521.6
8,Agu,Tanjung Priok,33503.8
9,Sep,Tanjung Priok,32415.2
10,Okt,Tanjung Priok,33619.6
11,Nov,Tanjung Priok,32499.2
12,Des,Tanjung Priok,33517.9
