periode_t,bulan,pelabuhan_asal,volume_ton
1,Jan,Pontianak,1197.5
2,Feb,Cigading,98.2
2,Feb,Pontianak,1022.0
3,Mar,Batu Ampar,937.5
3,Mar,Pontianak,260.0
6,Jun,Batu Ampar,962.4
6,Jun,Pontianak,309.3
7,Jul,Batu Ampar,1197.5
8,Agu,Batu Ampar,1197.5
10,Okt,Belawan,1200.9
10,Okt,Batu Ampar,1146.2
11,Nov,Batu Ampar,1158.9
12,Des,Belawan,1477.7
