config,label,use_tabu,use_prs,SA_COOLING,SA_PAPER,SA_REDU,TABU_TENURE,SUB_IT,PRS_EVERY_ITER,PRS_SUB_IT,PRS_ALPHA,PRS_MOVE_MIN_FRAC,PRS_MOVE_MAX_FRAC,seed,z_cost,total_penalty,objective,shortage,import_dep,service_rate,local_prod,elapsed_seconds,worst_shortage_prov,worst_shortage_month,worst_shortage_val,mean_destruction_scale,min_destruction_scale,max_destruction_scale,std_destruction_scale,shortage_m01,shortage_m02,shortage_m03,shortage_m04,shortage_m05,shortage_m06,shortage_m07,shortage_m08,shortage_m09,shortage_m10,shortage_m11,shortage_m12,d_destroy_random_temporal,d_destroy_cost_based,d_destroy_shortage_based,d_destroy_geographic,d_destroy_bottleneck_port,d_destroy_relatedness,r_repair_greedy,r_repair_regret,r_repair_balanced,r_repair_transfer_focused,d_w_destroy_random_temporal,d_w_destroy_cost_based,d_w_destroy_shortage_based,d_w_destroy_geographic,d_w_destroy_bottleneck_port,d_w_destroy_relatedness,r_w_repair_greedy,r_w_repair_regret,r_w_repair_balanced,r_w_repair_transfer_focused
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,8,24002323298814.953,2230911586826.4106,26233234885641.363,0.0,0.90499581257806,1.0,240966.34,9.872000399976969,0,0,0.0,0.21460172148587572,0.010964912280701754,0.349515394216255,0.08601753450802882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,61,116,90,74,77,168,126,108,98,0.141058,0.1,0.166591,0.110257,0.1,0.137812,0.188878,0.102458,0.1375,0.124942
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,9,24232224780538.074,5090893767483.192,29323118548021.266,0.0,0.9062970451652211,1.0,239616.73019948535,12.3315933002159,0,0,0.0,0.19886071649328566,0.010964912280701754,0.3498499715762432,0.10114047702038911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,68,120,82,78,78,134,139,121,106,0.11285,0.1,0.106251,0.113893,0.1,0.102828,0.115859,0.100004,0.100668,0.1
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,10,23459475033670.63,2062397986983.2705,25521873020653.9,0.0,0.9028672991303277,1.0,240689.279375,11.34426309983246,0,0,0.0,0.22928729505853634,0.010964912280701754,0.34990752234986144,0.08224472514129216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,72,88,74,63,89,167,123,100,110,0.106326,0.1,0.109408,0.107135,0.1,0.100056,0.10459,0.1,0.1,0.1
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,11,23355104674135.02,1488573486335.269,24843678160470.29,0.0,0.9023361931196752,1.0,240982.89,10.635524699930102,0,0,0.0,0.2200709020879861,0.010964912280701754,0.3479000883979348,0.07923695955935964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,71,101,95,63,75,192,97,112,99,0.223143,0.1,0.212536,0.12826,0.1,0.150501,0.27551,0.1,0.150014,0.1
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,12,23870834897170.887,1943229078291.8904,25814063975462.777,0.0,0.9041879695528111,1.0,240965.57208070476,10.682749400148168,0,0,0.0,0.22397873257159978,0.010964912280701754,0.34791375316842066,0.07951303714681007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,55,109,81,61,92,206,84,111,99,0.105464,0.1,0.247248,0.101493,0.1,0.109747,0.239483,0.1,0.100005,0.100002
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,13,23404044987669.11,1332496924379.0933,24736541912048.203,0.0,0.9025529542210053,1.0,240982.89,9.976394699886441,0,0,0.0,0.2242693476050312,0.010964912280701754,0.349424131148274,0.07662386775518855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,61,90,110,61,84,184,106,121,89,0.10114,0.100001,0.319077,0.117251,0.1,0.165891,0.287505,0.102816,0.100282,0.122247
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,14,23807354713529.14,1925763236774.838,25733117950303.98,0.0,0.9039509135833788,1.0,240982.52463393117,9.894911299925297,0,0,0.0,0.23019272841362276,0.010964912280701754,0.3483752086294303,0.08157910890707361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,64,107,79,61,86,210,83,112,95,0.114589,0.1,0.219277,0.130676,0.1,0.150971,0.175011,0.100001,0.100174,0.100005
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,15,24795368369088.223,2113422800471.9739,26908791169560.195,0.0,0.90755395441766,1.0,240759.43794649479,10.4851813998539,0,0,0.0,0.2200880216409489,0.010964912280701754,0.34932578109731144,0.08712864960837147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,61,113,92,62,87,186,102,115,97,0.360975,0.1,0.725396,0.110769,0.1,0.170588,0.861456,0.101307,0.100874,0.100012
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,16,24509550469998.09,2795198289260.836,27304748759258.926,0.0,0.906620093565912,1.0,240982.76849686462,12.913115700008348,0,0,0.0,0.21721079045461555,0.010964912280701754,0.3492601764573968,0.08845410956042837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,75,97,103,58,87,151,113,112,124,0.22657,0.1,0.100987,0.100124,0.1,0.171192,0.140051,0.171195,0.1,0.100003
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,17,23595293439805.066,2200137159052.576,25795430598857.645,0.0,0.903354423944873,1.0,240448.06083333332,9.65857130009681,0,0,0.0,0.22303286139864018,0.010964912280701754,0.3499351879155892,0.0803870125388818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,64,115,71,69,112,199,99,115,87,0.122545,0.1,0.158761,0.258431,0.1,0.18226,0.317692,0.1089,0.146936,0.1
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,18,25908735039849.773,4573620118770.998,30482355158620.77,444.29724561461194,0.9117129986865739,0.9998155933221348,240954.08213330788,12.258293599821627,9,0,389.29888468915544,0.19572015621591277,0.010964912280701754,0.34923517462588216,0.10794453734276796,444.29724561461194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,55,89,96,71,98,129,106,115,150,0.10004,0.1,0.291811,0.104967,0.1,0.1094,0.10003,0.1,0.1,0.275292
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,19,24546937226841.65,2401866671373.9893,26948803898215.64,0.0,0.9069290650362914,1.0,240434.25149085006,9.844257700024173,0,0,0.0,0.21297652053719873,0.010964912280701754,0.3486337610970547,0.09060390818276914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,62,102,105,63,79,201,91,92,116,0.237009,0.1,0.325172,0.137657,0.1,0.137502,0.264897,0.1,0.100002,0.100023
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,20,24003569762930.52,2139766023845.9185,26143335786776.438,0.0,0.9051014531887135,1.0,240079.07931595694,9.66182279982604,0,0,0.0,0.2103875338809416,0.010964912280701754,0.34985367014970414,0.09157778016681696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,67,110,57,58,103,203,106,97,94,0.132214,0.1,0.106997,0.1012,0.1,0.101873,0.114306,0.100004,0.101256,0.100028
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,21,24963943881488.383,2801069688237.7773,27765013569726.16,0.0,0.9080176008615369,1.0,240731.74792113627,10.295261000050232,0,0,0.0,0.22701047932307689,0.010964912280701754,0.3499620427958151,0.08501997888455819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,62,136,67,61,91,199,87,111,103,0.313631,0.1,0.272204,0.137851,0.1,0.103315,0.336385,0.102776,0.101221,0.1
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,22,23610506938195.785,2006140659779.6821,25616647597975.47,0.0,0.9033200742866131,1.0,240977.3847196285,9.641687399940565,0,0,0.0,0.21979427298004725,0.010964912280701754,0.3491629565893484,0.08663875007192764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,62,108,78,56,86,199,110,87,104,0.129391,0.1,0.105417,0.121685,0.1,0.103185,0.109847,0.100323,0.116908,0.1
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,23,23684085709404.055,3165779193005.7607,26849864902409.816,0.0,0.9036479699463459,1.0,240982.89,10.380643700016662,0,0,0.0,0.2205673956946821,0.010964912280701754,0.3498132542879977,0.08997145313463355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,68,103,96,55,81,188,105,101,106,0.104108,0.100001,0.112797,0.114078,0.1,0.174786,0.117184,0.100073,0.128192,0.1
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,24,23462776902809.68,1915518901185.84,25378295803995.52,0.0,0.9027669623352569,1.0,240982.89,10.705558399902657,0,0,0.0,0.21322890274284673,0.010964912280701754,0.3491075505815817,0.08742708864185765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,74,84,106,62,97,168,108,122,102,0.170795,0.100003,0.100151,0.183569,0.1,0.197042,0.210895,0.1,0.226593,0.1
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,25,23542837300191.07,2007034258750.4255,25549871558941.496,0.0,0.9038708539182262,1.0,239077.1454166667,10.222085099900141,0,0,0.0,0.2221474579200542,0.010964912280701754,0.34976756753322696,0.08499940713354681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,62,103,66,59,91,195,109,99,97,0.159868,0.1,0.111209,0.326872,0.1,0.103037,0.340542,0.1,0.100747,0.1
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,26,23592409972726.508,1601748151589.3086,25194158124315.816,0.0,0.9032885739162094,1.0,240766.39770833336,9.005085399840027,0,0,0.0,0.22473503478091594,0.010964912280701754,0.34930173474780235,0.08190955891132021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,54,100,85,59,89,204,91,114,91,0.118993,0.1,0.104745,0.100809,0.1,0.102153,0.133181,0.100117,0.100095,0.1
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,27,23844699318802.312,2769281628866.243,26613980947668.555,0.0,0.9042513487904587,1.0,240960.2001900102,9.609005199978128,0,0,0.0,0.22148164152976443,0.010964912280701754,0.3499450491285224,0.08538456353839914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,58,110,93,59,90,175,100,118,107,0.269539,0.100001,0.100475,0.117386,0.1,0.123501,0.348964,0.100001,0.10389,0.100001
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,28,24916096882919.355,2261337905680.349,27177434788599.707,0.0,0.9079534051198996,1.0,240982.89,10.624130300013348,0,0,0.0,0.20823123410476957,0.010964912280701754,0.34994168222371125,0.1018729091189133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,67,104,91,57,88,181,96,114,109,0.13427,0.1,0.406748,0.101897,0.1,0.100085,0.314435,0.100068,0.101789,0.100183
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,29,23628940932848.34,1778976823956.3489,25407917756804.688,4.440892098500626e-16,0.903885282364024,1.0,239648.86879166667,9.747831200016662,34,2,4.440892098500626e-16,0.2179474498066345,0.010964912280701754,0.3498620170020598,0.08921730302780387,0.0,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,52,123,82,54,90,208,89,100,103,0.25136,0.1,0.194673,0.118703,0.1,0.128161,0.265566,0.128125,0.1,0.1
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,30,23393766648446.324,1797442154148.177,25191208802594.5,0.0,0.9032897619760567,1.0,239096.50429166664,9.631713300012052,0,0,0.0,0.2284080861444831,0.010964912280701754,0.34968910181573754,0.0798240877642691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,64,108,99,59,93,173,111,116,100,0.100023,0.1,0.154484,0.200284,0.1,0.103449,0.128879,0.102091,0.103373,0.100535
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,31,23600049236321.418,1684493952291.9666,25284543188613.383,4.440892098500626e-16,0.9031798975032143,1.0,240977.22814610647,9.398393200011924,34,2,4.440892098500626e-16,0.2290309981218809,0.010964912280701754,0.3498304523741317,0.08120958718647159,0.0,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,55,126,76,61,97,181,98,126,95,0.101095,0.1,0.217074,0.105087,0.1,0.100601,0.169841,0.100005,0.100087,0.1
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,32,24699619296556.902,3323014855425.1016,28022634151982.004,0.0,0.9081976624050433,1.0,239126.64467532877,11.054607899859548,0,0,0.0,0.21175048540235591,0.010964912280701754,0.3489517113784854,0.09662601486725556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,56,103,93,69,80,177,99,118,106,0.109901,0.1,0.232203,0.100161,0.1,0.100008,0.175326,0.109579,0.1,0.105255
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,33,24823405248370.3,2384106021374.811,27207511269745.113,0.0,0.9075920517565857,1.0,240965.7463596637,10.698424200061709,0,0,0.0,0.2169672098493284,0.010964912280701754,0.34938385942262806,0.08257080191170972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,57,111,83,60,95,207,89,104,100,0.12483,0.1,0.177639,0.100049,0.1,0.137628,0.187177,0.100119,0.128128,0.100896
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,34,23776584270288.27,1952970272946.1274,25729554543234.395,0.0,0.9040045778828527,1.0,240607.50286947735,10.208547199843451,0,0,0.0,0.21604671894442398,0.010964912280701754,0.3497307206311232,0.09007959029445951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,64,117,122,52,76,170,96,129,105,0.100719,0.1,0.128656,0.154111,0.1,0.110814,0.156176,0.100023,0.100534,0.105349
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,35,23773158468288.133,2094496427593.6426,25867654895881.773,0.0,0.9051704465663236,1.0,237627.87644060576,10.056022700155154,0,0,0.0,0.21810939755834527,0.010964912280701754,0.34976569895571175,0.08611011433556366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,70,114,84,62,91,186,90,116,108,0.41145,0.1,0.231621,0.10714,0.1,0.105727,0.304675,0.1,0.10015,0.100034
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,36,23627296403375.195,1707917077341.6143,25335213480716.81,4.440892098500626e-16,0.9035967781983003,1.0,240463.97169017786,9.565528500126675,34,2,4.440892098500626e-16,0.2211731963926178,0.010964912280701754,0.3499166716625164,0.08965870243772807,0.0,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,62,102,81,71,91,175,107,117,101,0.144445,0.1,0.129692,0.100004,0.1,0.100038,0.139315,0.1,0.1,0.1
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,37,23708477747996.453,1886288791335.1543,25594766539331.605,0.0,0.9038909973263729,1.0,240982.89,8.79071700014174,0,0,0.0,0.22897106804854325,0.010964912280701754,0.3492226282022113,0.08139757279018757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,51,110,96,50,107,181,102,134,83,0.10067,0.100001,0.183475,0.118453,0.100001,0.157069,0.250643,0.10001,0.103913,0.178125
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,38,23722777623957.176,1537101690362.772,25259879314319.95,2.0118620683448647,0.9037298389694352,0.99999916497164,240659.74092436972,10.44285609992221,26,10,2.0118620683448647,0.21206842216618846,0.010964912280701754,0.3491949196120196,0.08658952208472623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0118620683448647,0.0,126,63,103,70,73,65,213,69,119,99,0.115041,0.1,0.122756,0.151132,0.1,0.138861,0.138528,0.100175,0.115821,0.110186
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,39,24137051681634.62,2500529593767.144,26637581275401.766,0.0,0.9052270404674593,1.0,240982.89,11.706023500068113,0,0,0.0,0.22183274770001135,0.010964912280701754,0.3491489343573303,0.08532586703879923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,56,104,88,48,95,179,105,99,117,0.116801,0.1,0.153323,0.103245,0.100001,0.1001,0.136165,0.100001,0.100044,0.100094
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,40,25019579323513.293,2745487419564.4565,27765066743077.746,0.0,0.908435252627209,1.0,240669.62881469127,12.093266400042921,0,0,0.0,0.22443461736154324,0.010964912280701754,0.3497572174280002,0.09026642324517123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,70,109,80,46,89,201,103,103,93,0.183029,0.1,0.110153,0.277657,0.100002,0.103367,0.272634,0.100867,0.108921,0.100668
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,41,23932983089532.77,2148809145967.38,26081792235500.15,5.972999872483342e-14,0.9043964251220058,1.0,240971.03250000003,9.316789099946618,31,1,5.684341886080802e-14,0.2259320452858134,0.010964912280701754,0.3493458349554774,0.08458522226338186,0.0,5.972999872483342e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,64,95,115,55,84,177,109,108,106,0.107851,0.1,0.103185,0.119447,0.1,0.123018,0.100205,0.115822,0.106131,0.115821
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,42,24185990974427.7,3097454231425.735,27283445205853.434,0.0,0.9052837831931768,1.0,240982.88999708384,10.862110799876973,0,0,0.0,0.2138676751044959,0.010964912280701754,0.3487045046291686,0.09598646042710732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,75,99,98,54,96,169,100,106,125,0.100404,0.1,0.347526,0.110065,0.1,0.137621,0.365809,0.1,0.116686,0.100211
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,43,23741942486262.453,2146308085857.6704,25888250572120.12,0.0,0.9038576684229072,1.0,240982.89,9.457021199865267,0,0,0.0,0.21725759522167418,0.010964912280701754,0.3494860582654439,0.08685653159249725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,61,83,75,72,115,189,104,111,96,0.115453,0.100007,0.194988,0.159415,0.1,0.135862,0.149041,0.100668,0.10018,0.100714
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,44,24031559393703.46,2134978631899.8296,26166538025603.29,4.440892098500626e-16,0.905168633359752,1.0,240435.58600496038,13.066328499931842,34,2,4.440892098500626e-16,0.21529941289539176,0.010964912280701754,0.3492429206095494,0.09179657800516595,0.0,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,74,92,85,71,80,128,122,116,134,0.122783,0.1,0.119554,0.10067,0.1,0.100067,0.111094,0.112564,0.1,0.100002
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,45,23656683843752.703,1839309648738.7524,25495993492491.457,4.440892098500626e-16,0.903356366906205,1.0,240982.89,9.617522099986672,34,2,4.440892098500626e-16,0.2146709368654997,0.010964912280701754,0.3497375326851694,0.08408414993925037,0.0,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,64,119,74,67,70,192,97,102,109,0.105054,0.1,0.106416,0.103947,0.1,0.123885,0.104825,0.100531,0.122495,0.1
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,46,24139241491878.34,2513871438488.974,26653112930367.316,4.440892098500626e-15,0.9051721797412824,1.0,240823.67678301147,9.227024800144136,32,0,1.7763568394002505e-15,0.22552017500136687,0.010964912280701754,0.3489902520904777,0.08003302364776581,4.440892098500626e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,76,88,91,61,89,195,97,113,95,0.131613,0.1,0.109912,0.122732,0.1,0.100891,0.104511,0.1,0.100223,0.1
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,47,23397806191099.387,1686359489909.3623,25084165681008.75,0.0,0.903465370538364,1.0,238742.71708333338,10.513974800007418,0,0,0.0,0.22415430568423328,0.010964912280701754,0.3499856526361879,0.08660243338698788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,68,96,94,66,87,179,105,108,108,0.11391,0.1,0.155793,0.10003,0.1,0.101214,0.169479,0.1,0.100228,0.100001
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,48,23595077067217.348,1777476791618.92,25372553858836.266,0.0,0.904147388947743,1.0,238742.6728295778,10.134021499892697,0,0,0.0,0.2235343717453767,0.010964912280701754,0.3499520395843607,0.08961841013225319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,65,116,101,58,73,196,97,107,100,0.113271,0.1,0.13834,0.102233,0.1,0.100623,0.123823,0.100038,0.100053,0.100001
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,49,23892482485014.887,2264947317586.3057,26157429802601.19,0.0,0.9043825373801223,1.0,240982.89,10.618524300167337,0,0,0.0,0.22314946389009827,0.010964912280701754,0.34937912555552864,0.0834061814522014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,64,107,85,61,97,204,96,103,97,0.139281,0.1,0.130921,0.105301,0.1,0.142033,0.136101,0.100213,0.100017,0.100001
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,50,23663209844531.754,1949990733144.18,25613200577675.934,0.0,0.9035735367859625,1.0,240982.89,8.905270999995992,0,0,0.0,0.21916501994996243,0.010964912280701754,0.34977508681810504,0.08424946201861637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,60,123,81,51,98,202,94,112,92,0.24749,0.1,0.114087,0.142562,0.1,0.105417,0.28632,0.10276,0.100944,0.100004
