periode_t,bulan,pelabuhan_asal,volume_ton
1,Jan,Batu Ampar,1131.1
1,Jan,Cigading,13183.7
2,Feb,Batu Ampar,1102.7
2,Feb,Cigading,1604.4
12,Des,Belawan,55.5
12,Des,Batu Ampar,986.6
12,Des,Cigading,72.9
