metrik,initial,optimized,perubahan,perubahan_persen
Demand,121795.1,121795.1,+0.0,+0.00
Pasokan_Lokal,495.2,109261.2,+108766.0,+21964.51
Impor_Diterima,118755.1,18137.0,-100618.2,-84.73
Transfer_Masuk,0.0,0.0,+0.0,+0.00
Transfer_Keluar,0.0,0.0,+0.0,+0.00
Shortage,2544.8,0.0,-2544.8,-100.00
Service_Rate_Tahunan,97.91%,100.00%,+2.09 pp,-
