metrik,initial,optimized,perubahan,perubahan_persen
Demand,223163.8,223163.8,+0.0,+0.00
Pasokan_Lokal,0.0,13713.7,+13713.7,+0.00
Impor_Diterima,214516.0,211283.3,-3232.7,-1.51
Transfer_Masuk,0.0,0.0,+0.0,+0.00
Transfer_Keluar,0.0,0.0,+0.0,+0.00
Shortage,8647.8,0.0,-8647.8,-100.00
Service_Rate_Tahunan,96.12%,100.00%,+3.88 pp,-
