periode_t,bulan,pelabuhan_asal,volume_ton
1,Jan,Tanjung Emas,40357.8
2,Feb,Tanjung Emas,28632.2
3,Mar,Tanjung Emas,30625.2
4,Apr,Tanjung Emas,29644.0
5,Mei,Tanjung Emas,30631.8
6,Jun,Tanjung Emas,29679.5
7,Jul,Tanjung Emas,30645.9
8,Agu,Tanjung Emas,30647.5
9,Sep,Tanjung Emas,29611.9
10,Okt,Tanjung Emas,30625.6
11,Nov,Tanjung Emas,29704.4
12,Des,Tanjung Emas,31333.4
